Mar. 10, 2019   12:09:40
Cyclic Voltammetry
File: 
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.2
High E (V) = 0.2
Low E (V) = -0.8
Init P/N = N
Scan Rate (V/s) = 0.01
Segment = 7
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
2nd E (V) = 0.6
Sens 2 (A/V) = 1e-4
Comp R (ohm) = 20.0

Segment 1:
Ep = -0.141V
ip = -1.036e-3A
Ah = -6.457e-3C

Segment 2:

Segment 3:
Ep = -0.134V
ip = -1.014e-3A
Ah = -5.793e-3C

Segment 4:

Segment 5:
Ep = -0.145V
ip = -1.007e-3A
Ah = -6.891e-3C

Ep = -0.665V
ip = -2.306e-5A
Ah = -1.842e-5C

Segment 6:

Segment 7:
Ep = -0.140V
ip = -1.012e-3A
Ah = -6.416e-3C

Ep = -0.380V
ip = -1.708e-5A
Ah = -1.052e-5C

Current 2:

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Segment 7:

Potential/V, i1/A, i2/A
-0.096, -9.026e-4, 1.815e-5
-0.097, -9.175e-4, 1.831e-5
-0.098, -9.286e-4, 1.830e-5
-0.099, -9.446e-4, 1.846e-5
-0.100, -9.551e-4, 1.846e-5
-0.101, -9.706e-4, 1.860e-5
-0.102, -9.822e-4, 1.859e-5
-0.103, -9.970e-4, 1.873e-5
-0.104, -1.007e-3, 1.871e-5
-0.105, -1.022e-3, 1.886e-5
-0.106, -1.032e-3, 1.884e-5
-0.107, -1.046e-3, 1.896e-5
-0.108, -1.056e-3, 1.895e-5
-0.109, -1.068e-3, 1.906e-5
-0.110, -1.078e-3, 1.904e-5
-0.111, -1.090e-3, 1.915e-5
-0.112, -1.098e-3, 1.914e-5
-0.113, -1.109e-3, 1.924e-5
-0.114, -1.118e-3, 1.923e-5
-0.115, -1.127e-3, 1.932e-5
-0.116, -1.137e-3, 1.932e-5
-0.117, -1.144e-3, 1.939e-5
-0.118, -1.152e-3, 1.938e-5
-0.119, -1.159e-3, 1.944e-5
-0.120, -1.165e-3, 1.945e-5
-0.121, -1.171e-3, 1.950e-5
-0.122, -1.175e-3, 1.951e-5
-0.123, -1.179e-3, 1.955e-5
-0.124, -1.186e-3, 1.956e-5
-0.125, -1.189e-3, 1.958e-5
-0.126, -1.194e-3, 1.960e-5
-0.127, -1.197e-3, 1.964e-5
-0.128, -1.201e-3, 1.964e-5
-0.129, -1.202e-3, 1.963e-5
-0.130, -1.205e-3, 1.966e-5
-0.131, -1.205e-3, 1.965e-5
-0.132, -1.208e-3, 1.968e-5
-0.133, -1.209e-3, 1.966e-5
-0.134, -1.211e-3, 1.969e-5
-0.135, -1.210e-3, 1.965e-5
-0.136, -1.210e-3, 1.969e-5
-0.137, -1.209e-3, 1.966e-5
-0.138, -1.210e-3, 1.969e-5
-0.139, -1.207e-3, 1.965e-5
-0.140, -1.209e-3, 1.970e-5
-0.141, -1.206e-3, 1.963e-5
-0.142, -1.208e-3, 1.968e-5
-0.143, -1.204e-3, 1.962e-5
-0.144, -1.205e-3, 1.969e-5
-0.145, -1.203e-3, 1.960e-5
-0.146, -1.203e-3, 1.968e-5
-0.147, -1.201e-3, 1.959e-5
-0.148, -1.204e-3, 1.967e-5
-0.149, -1.201e-3, 1.959e-5
-0.150, -1.205e-3, 1.966e-5
-0.151, -1.200e-3, 1.956e-5
-0.152, -1.203e-3, 1.965e-5
-0.153, -1.199e-3, 1.955e-5
-0.154, -1.202e-3, 1.964e-5
-0.155, -1.196e-3, 1.953e-5
-0.156, -1.200e-3, 1.965e-5
-0.157, -1.196e-3, 1.952e-5
-0.158, -1.199e-3, 1.963e-5
-0.159, -1.193e-3, 1.951e-5
-0.160, -1.196e-3, 1.963e-5
-0.161, -1.192e-3, 1.951e-5
-0.162, -1.198e-3, 1.963e-5
-0.163, -1.192e-3, 1.949e-5
-0.164, -1.197e-3, 1.963e-5
-0.165, -1.192e-3, 1.950e-5
-0.166, -1.195e-3, 1.965e-5
-0.167, -1.190e-3, 1.952e-5
-0.168, -1.194e-3, 1.966e-5
-0.169, -1.193e-3, 1.953e-5
-0.170, -1.197e-3, 1.966e-5
-0.171, -1.193e-3, 1.951e-5
-0.172, -1.196e-3, 1.966e-5
-0.173, -1.188e-3, 1.952e-5
-0.174, -1.192e-3, 1.967e-5
-0.175, -1.189e-3, 1.953e-5
-0.176, -1.196e-3, 1.969e-5
-0.177, -1.194e-3, 1.954e-5
-0.178, -1.198e-3, 1.971e-5
-0.179, -1.194e-3, 1.956e-5
-0.180, -1.196e-3, 1.973e-5
-0.181, -1.192e-3, 1.958e-5
-0.182, -1.195e-3, 1.974e-5
-0.183, -1.192e-3, 1.958e-5
-0.184, -1.196e-3, 1.973e-5
-0.185, -1.191e-3, 1.956e-5
-0.186, -1.196e-3, 1.970e-5
-0.187, -1.193e-3, 1.953e-5
-0.188, -1.201e-3, 1.969e-5
-0.189, -1.197e-3, 1.949e-5
-0.190, -1.201e-3, 1.966e-5
-0.191, -1.196e-3, 1.947e-5
-0.192, -1.199e-3, 1.961e-5
-0.193, -1.193e-3, 1.943e-5
-0.194, -1.199e-3, 1.963e-5
-0.195, -1.193e-3, 1.946e-5
-0.196, -1.199e-3, 1.964e-5
-0.197, -1.196e-3, 1.950e-5
-0.198, -1.204e-3, 1.967e-5
-0.199, -1.197e-3, 1.953e-5
-0.200, -1.203e-3, 1.968e-5
-0.201, -1.197e-3, 1.952e-5
-0.202, -1.200e-3, 1.966e-5
-0.203, -1.195e-3, 1.951e-5
-0.204, -1.200e-3, 1.967e-5
-0.205, -1.195e-3, 1.952e-5
-0.206, -1.200e-3, 1.967e-5
-0.207, -1.196e-3, 1.953e-5
-0.208, -1.201e-3, 1.970e-5
-0.209, -1.197e-3, 1.956e-5
-0.210, -1.202e-3, 1.973e-5
-0.211, -1.199e-3, 1.960e-5
-0.212, -1.202e-3, 1.975e-5
-0.213, -1.201e-3, 1.963e-5
-0.214, -1.206e-3, 1.979e-5
-0.215, -1.206e-3, 1.966e-5
-0.216, -1.209e-3, 1.979e-5
-0.217, -1.204e-3, 1.964e-5
-0.218, -1.205e-3, 1.975e-5
-0.219, -1.198e-3, 1.960e-5
-0.220, -1.200e-3, 1.973e-5
-0.221, -1.201e-3, 1.960e-5
-0.222, -1.207e-3, 1.973e-5
-0.223, -1.206e-3, 1.961e-5
-0.224, -1.208e-3, 1.974e-5
-0.225, -1.206e-3, 1.962e-5
-0.226, -1.208e-3, 1.971e-5
-0.227, -1.206e-3, 1.957e-5
-0.228, -1.208e-3, 1.968e-5
-0.229, -1.205e-3, 1.957e-5
-0.230, -1.205e-3, 1.967e-5
-0.231, -1.202e-3, 1.958e-5
-0.232, -1.207e-3, 1.971e-5
-0.233, -1.205e-3, 1.961e-5
-0.234, -1.205e-3, 1.971e-5
-0.235, -1.202e-3, 1.964e-5
-0.236, -1.205e-3, 1.976e-5
-0.237, -1.203e-3, 1.967e-5
-0.238, -1.206e-3, 1.978e-5
-0.239, -1.203e-3, 1.969e-5
-0.240, -1.205e-3, 1.980e-5
-0.241, -1.205e-3, 1.973e-5
-0.242, -1.208e-3, 1.982e-5
-0.243, -1.207e-3, 1.975e-5
-0.244, -1.206e-3, 1.982e-5
-0.245, -1.205e-3, 1.976e-5
-0.246, -1.208e-3, 1.984e-5
-0.247, -1.207e-3, 1.977e-5
-0.248, -1.206e-3, 1.982e-5
-0.249, -1.206e-3, 1.978e-5
-0.250, -1.207e-3, 1.984e-5
-0.251, -1.207e-3, 1.980e-5
-0.252, -1.208e-3, 1.987e-5
-0.253, -1.209e-3, 1.984e-5
-0.254, -1.209e-3, 1.990e-5
-0.255, -1.210e-3, 1.987e-5
-0.256, -1.209e-3, 1.992e-5
-0.257, -1.210e-3, 1.991e-5
-0.258, -1.210e-3, 1.997e-5
-0.259, -1.212e-3, 1.996e-5
-0.260, -1.210e-3, 1.999e-5
-0.261, -1.210e-3, 1.996e-5
-0.262, -1.208e-3, 1.998e-5
-0.263, -1.211e-3, 1.998e-5
-0.264, -1.210e-3, 2.000e-5
-0.265, -1.214e-3, 2.001e-5
-0.266, -1.212e-3, 2.000e-5
-0.267, -1.214e-3, 2.000e-5
-0.268, -1.212e-3, 2.001e-5
-0.269, -1.211e-3, 2.001e-5
-0.270, -1.211e-3, 2.003e-5
-0.271, -1.213e-3, 2.006e-5
-0.272, -1.213e-3, 2.004e-5
-0.273, -1.216e-3, 2.008e-5
-0.274, -1.214e-3, 2.005e-5
-0.275, -1.216e-3, 2.007e-5
-0.276, -1.212e-3, 2.004e-5
-0.277, -1.216e-3, 2.009e-5
-0.278, -1.215e-3, 2.003e-5
-0.279, -1.218e-3, 2.009e-5
-0.280, -1.217e-3, 2.003e-5
-0.281, -1.221e-3, 2.009e-5
-0.282, -1.220e-3, 2.001e-5
-0.283, -1.225e-3, 2.006e-5
-0.284, -1.218e-3, 1.996e-5
-0.285, -1.218e-3, 2.003e-5
-0.286, -1.212e-3, 2.000e-5
-0.287, -1.215e-3, 2.008e-5
-0.288, -1.209e-3, 2.003e-5
-0.289, -1.216e-3, 2.016e-5
-0.290, -1.215e-3, 2.011e-5
-0.291, -1.219e-3, 2.020e-5
-0.292, -1.212e-3, 2.009e-5
-0.293, -1.217e-3, 2.021e-5
-0.294, -1.213e-3, 2.013e-5
-0.295, -1.221e-3, 2.024e-5
-0.296, -1.217e-3, 2.015e-5
-0.297, -1.224e-3, 2.029e-5
-0.298, -1.218e-3, 2.015e-5
-0.299, -1.225e-3, 2.028e-5
-0.300, -1.223e-3, 2.015e-5
-0.301, -1.229e-3, 2.023e-5
-0.302, -1.220e-3, 2.007e-5
-0.303, -1.224e-3, 2.020e-5
-0.304, -1.218e-3, 2.008e-5
-0.305, -1.225e-3, 2.023e-5
-0.306, -1.221e-3, 2.008e-5
-0.307, -1.228e-3, 2.025e-5
-0.308, -1.221e-3, 2.010e-5
-0.309, -1.224e-3, 2.027e-5
-0.310, -1.216e-3, 2.015e-5
-0.311, -1.220e-3, 2.033e-5
-0.312, -1.211e-3, 2.018e-5
-0.313, -1.216e-3, 2.036e-5
-0.314, -1.212e-3, 2.024e-5
-0.315, -1.218e-3, 2.042e-5
-0.316, -1.217e-3, 2.029e-5
-0.317, -1.224e-3, 2.047e-5
-0.318, -1.223e-3, 2.032e-5
-0.319, -1.230e-3, 2.048e-5
-0.320, -1.224e-3, 2.030e-5
-0.321, -1.229e-3, 2.047e-5
-0.322, -1.224e-3, 2.031e-5
-0.323, -1.229e-3, 2.044e-5
-0.324, -1.222e-3, 2.027e-5
-0.325, -1.230e-3, 2.046e-5
-0.326, -1.226e-3, 2.029e-5
-0.327, -1.229e-3, 2.046e-5
-0.328, -1.224e-3, 2.029e-5
-0.329, -1.226e-3, 2.047e-5
-0.330, -1.218e-3, 2.033e-5
-0.331, -1.223e-3, 2.051e-5
-0.332, -1.216e-3, 2.037e-5
-0.333, -1.221e-3, 2.056e-5
-0.334, -1.215e-3, 2.042e-5
-0.335, -1.223e-3, 2.061e-5
-0.336, -1.219e-3, 2.047e-5
-0.337, -1.225e-3, 2.065e-5
-0.338, -1.220e-3, 2.050e-5
-0.339, -1.228e-3, 2.069e-5
-0.340, -1.224e-3, 2.055e-5
-0.341, -1.231e-3, 2.070e-5
-0.342, -1.221e-3, 2.048e-5
-0.343, -1.224e-3, 2.064e-5
-0.344, -1.222e-3, 2.051e-5
-0.345, -1.229e-3, 2.068e-5
-0.346, -1.224e-3, 2.052e-5
-0.347, -1.227e-3, 2.070e-5
-0.348, -1.224e-3, 2.056e-5
-0.349, -1.231e-3, 2.071e-5
-0.350, -1.227e-3, 2.057e-5
-0.351, -1.230e-3, 2.075e-5
-0.352, -1.225e-3, 2.065e-5
-0.353, -1.226e-3, 2.082e-5
-0.354, -1.223e-3, 2.070e-5
-0.355, -1.229e-3, 2.085e-5
-0.356, -1.231e-3, 2.070e-5
-0.357, -1.235e-3, 2.082e-5
-0.358, -1.235e-3, 2.068e-5
-0.359, -1.239e-3, 2.078e-5
-0.360, -1.237e-3, 2.061e-5
-0.361, -1.241e-3, 2.067e-5
-0.362, -1.239e-3, 2.051e-5
-0.363, -1.238e-3, 2.055e-5
-0.364, -1.234e-3, 2.042e-5
-0.365, -1.234e-3, 2.054e-5
-0.366, -1.233e-3, 2.044e-5
-0.367, -1.234e-3, 2.056e-5
-0.368, -1.228e-3, 2.047e-5
-0.369, -1.229e-3, 2.059e-5
-0.370, -1.228e-3, 2.050e-5
-0.371, -1.232e-3, 2.060e-5
-0.372, -1.226e-3, 2.055e-5
-0.373, -1.230e-3, 2.068e-5
-0.374, -1.228e-3, 2.063e-5
-0.375, -1.230e-3, 2.076e-5
-0.376, -1.225e-3, 2.070e-5
-0.377, -1.225e-3, 2.084e-5
-0.378, -1.224e-3, 2.081e-5
-0.379, -1.228e-3, 2.094e-5
-0.380, -1.228e-3, 2.090e-5
-0.381, -1.230e-3, 2.099e-5
-0.382, -1.229e-3, 2.097e-5
-0.383, -1.229e-3, 2.108e-5
-0.384, -1.229e-3, 2.107e-5
-0.385, -1.229e-3, 2.115e-5
-0.386, -1.230e-3, 2.113e-5
-0.387, -1.230e-3, 2.123e-5
-0.388, -1.229e-3, 2.120e-5
-0.389, -1.230e-3, 2.127e-5
-0.390, -1.231e-3, 2.124e-5
-0.391, -1.231e-3, 2.130e-5
-0.392, -1.235e-3, 2.127e-5
-0.393, -1.235e-3, 2.128e-5
-0.394, -1.238e-3, 2.120e-5
-0.395, -1.237e-3, 2.120e-5
-0.396, -1.242e-3, 2.116e-5
-0.397, -1.239e-3, 2.116e-5
-0.398, -1.242e-3, 2.115e-5
-0.399, -1.238e-3, 2.117e-5
-0.400, -1.238e-3, 2.118e-5
-0.401, -1.234e-3, 2.121e-5
-0.402, -1.234e-3, 2.120e-5
-0.403, -1.227e-3, 2.122e-5
-0.404, -1.229e-3, 2.129e-5
-0.405, -1.225e-3, 2.134e-5
-0.406, -1.228e-3, 2.142e-5
-0.407, -1.224e-3, 2.144e-5
-0.408, -1.225e-3, 2.150e-5
-0.409, -1.225e-3, 2.152e-5
-0.410, -1.231e-3, 2.156e-5
-0.411, -1.229e-3, 2.153e-5
-0.412, -1.231e-3, 2.159e-5
-0.413, -1.228e-3, 2.158e-5
-0.414, -1.231e-3, 2.166e-5
-0.415, -1.226e-3, 2.164e-5
-0.416, -1.231e-3, 2.176e-5
-0.417, -1.227e-3, 2.170e-5
-0.418, -1.232e-3, 2.186e-5
-0.419, -1.233e-3, 2.183e-5
-0.420, -1.234e-3, 2.189e-5
-0.421, -1.226e-3, 2.184e-5
-0.422, -1.231e-3, 2.198e-5
-0.423, -1.229e-3, 2.189e-5
-0.424, -1.236e-3, 2.202e-5
-0.425, -1.236e-3, 2.193e-5
-0.426, -1.243e-3, 2.201e-5
-0.427, -1.239e-3, 2.190e-5
-0.428, -1.242e-3, 2.197e-5
-0.429, -1.232e-3, 2.190e-5
-0.430, -1.235e-3, 2.204e-5
-0.431, -1.228e-3, 2.198e-5
-0.432, -1.233e-3, 2.218e-5
-0.433, -1.227e-3, 2.217e-5
-0.434, -1.234e-3, 2.236e-5
-0.435, -1.228e-3, 2.227e-5
-0.436, -1.233e-3, 2.240e-5
-0.437, -1.224e-3, 2.236e-5
-0.438, -1.230e-3, 2.266e-5
-0.439, -1.223e-3, 2.261e-5
-0.440, -1.228e-3, 2.286e-5
-0.441, -1.221e-3, 2.279e-5
-0.442, -1.228e-3, 2.303e-5
-0.443, -1.221e-3, 2.292e-5
-0.444, -1.227e-3, 2.317e-5
-0.445, -1.222e-3, 2.308e-5
-0.446, -1.227e-3, 2.333e-5
-0.447, -1.223e-3, 2.325e-5
-0.448, -1.226e-3, 2.344e-5
-0.449, -1.221e-3, 2.340e-5
-0.450, -1.228e-3, 2.364e-5
-0.451, -1.225e-3, 2.355e-5
-0.452, -1.232e-3, 2.377e-5
-0.453, -1.226e-3, 2.367e-5
-0.454, -1.232e-3, 2.391e-5
-0.455, -1.227e-3, 2.379e-5
-0.456, -1.233e-3, 2.404e-5
-0.457, -1.229e-3, 2.390e-5
-0.458, -1.234e-3, 2.410e-5
-0.459, -1.229e-3, 2.398e-5
-0.460, -1.235e-3, 2.419e-5
-0.461, -1.229e-3, 2.410e-5
-0.462, -1.234e-3, 2.430e-5
-0.463, -1.227e-3, 2.419e-5
-0.464, -1.233e-3, 2.441e-5
-0.465, -1.229e-3, 2.430e-5
-0.466, -1.237e-3, 2.455e-5
-0.467, -1.232e-3, 2.443e-5
-0.468, -1.236e-3, 2.458e-5
-0.469, -1.228e-3, 2.444e-5
-0.470, -1.233e-3, 2.466e-5
-0.471, -1.231e-3, 2.454e-5
-0.472, -1.237e-3, 2.474e-5
-0.473, -1.231e-3, 2.461e-5
-0.474, -1.239e-3, 2.483e-5
-0.475, -1.234e-3, 2.472e-5
-0.476, -1.239e-3, 2.491e-5
-0.477, -1.228e-3, 2.479e-5
-0.478, -1.232e-3, 2.503e-5
-0.479, -1.231e-3, 2.492e-5
-0.480, -1.234e-3, 2.512e-5
-0.481, -1.230e-3, 2.503e-5
-0.482, -1.232e-3, 2.521e-5
-0.483, -1.228e-3, 2.514e-5
-0.484, -1.233e-3, 2.536e-5
-0.485, -1.228e-3, 2.523e-5
-0.486, -1.229e-3, 2.546e-5
-0.487, -1.225e-3, 2.536e-5
-0.488, -1.228e-3, 2.560e-5
-0.489, -1.227e-3, 2.554e-5
-0.490, -1.231e-3, 2.570e-5
-0.491, -1.228e-3, 2.557e-5
-0.492, -1.230e-3, 2.577e-5
-0.493, -1.229e-3, 2.569e-5
-0.494, -1.231e-3, 2.587e-5
-0.495, -1.225e-3, 2.578e-5
-0.496, -1.227e-3, 2.595e-5
-0.497, -1.224e-3, 2.591e-5
-0.498, -1.231e-3, 2.609e-5
-0.499, -1.230e-3, 2.599e-5
-0.500, -1.234e-3, 2.612e-5
-0.501, -1.233e-3, 2.599e-5
-0.502, -1.236e-3, 2.615e-5
-0.503, -1.234e-3, 2.604e-5
-0.504, -1.235e-3, 2.620e-5
-0.505, -1.232e-3, 2.614e-5
-0.506, -1.232e-3, 2.627e-5
-0.507, -1.225e-3, 2.618e-5
-0.508, -1.227e-3, 2.642e-5
-0.509, -1.223e-3, 2.631e-5
-0.510, -1.224e-3, 2.649e-5
-0.511, -1.223e-3, 2.647e-5
-0.512, -1.228e-3, 2.663e-5
-0.513, -1.230e-3, 2.651e-5
-0.514, -1.232e-3, 2.663e-5
-0.515, -1.236e-3, 2.660e-5
-0.516, -1.237e-3, 2.661e-5
-0.517, -1.238e-3, 2.658e-5
-0.518, -1.242e-3, 2.666e-5
-0.519, -1.241e-3, 2.653e-5
-0.520, -1.240e-3, 2.659e-5
-0.521, -1.239e-3, 2.646e-5
-0.522, -1.233e-3, 2.649e-5
-0.523, -1.234e-3, 2.651e-5
-0.524, -1.232e-3, 2.650e-5
-0.525, -1.233e-3, 2.653e-5
-0.526, -1.229e-3, 2.660e-5
-0.527, -1.231e-3, 2.656e-5
-0.528, -1.227e-3, 2.657e-5
-0.529, -1.227e-3, 2.652e-5
-0.530, -1.227e-3, 2.672e-5
-0.531, -1.228e-3, 2.661e-5
-0.532, -1.225e-3, 2.669e-5
-0.533, -1.226e-3, 2.667e-5
-0.534, -1.223e-3, 2.677e-5
-0.535, -1.225e-3, 2.677e-5
-0.536, -1.218e-3, 2.685e-5
-0.537, -1.215e-3, 2.692e-5
-0.538, -1.208e-3, 2.698e-5
-0.539, -1.207e-3, 2.713e-5
-0.540, -1.210e-3, 2.723e-5
-0.541, -1.213e-3, 2.731e-5
-0.542, -1.216e-3, 2.743e-5
-0.543, -1.223e-3, 2.742e-5
-0.544, -1.220e-3, 2.748e-5
-0.545, -1.222e-3, 2.751e-5
-0.546, -1.216e-3, 2.748e-5
-0.547, -1.216e-3, 2.763e-5
-0.548, -1.212e-3, 2.764e-5
-0.549, -1.213e-3, 2.783e-5
-0.550, -1.212e-3, 2.784e-5
-0.551, -1.216e-3, 2.794e-5
-0.552, -1.215e-3, 2.795e-5
-0.553, -1.220e-3, 2.802e-5
-0.554, -1.218e-3, 2.795e-5
-0.555, -1.222e-3, 2.803e-5
-0.556, -1.221e-3, 2.804e-5
-0.557, -1.227e-3, 2.817e-5
-0.558, -1.223e-3, 2.814e-5
-0.559, -1.229e-3, 2.825e-5
-0.560, -1.221e-3, 2.816e-5
-0.561, -1.223e-3, 2.827e-5
-0.562, -1.216e-3, 2.829e-5
-0.563, -1.218e-3, 2.839e-5
-0.564, -1.216e-3, 2.844e-5
-0.565, -1.222e-3, 2.855e-5
-0.566, -1.218e-3, 2.849e-5
-0.567, -1.225e-3, 2.861e-5
-0.568, -1.222e-3, 2.858e-5
-0.569, -1.228e-3, 2.863e-5
-0.570, -1.222e-3, 2.852e-5
-0.571, -1.227e-3, 2.864e-5
-0.572, -1.223e-3, 2.856e-5
-0.573, -1.231e-3, 2.861e-5
-0.574, -1.231e-3, 2.852e-5
-0.575, -1.239e-3, 2.867e-5
-0.576, -1.236e-3, 2.845e-5
-0.577, -1.241e-3, 2.858e-5
-0.578, -1.237e-3, 2.841e-5
-0.579, -1.244e-3, 2.852e-5
-0.580, -1.236e-3, 2.827e-5
-0.581, -1.238e-3, 2.844e-5
-0.582, -1.232e-3, 2.828e-5
-0.583, -1.236e-3, 2.843e-5
-0.584, -1.230e-3, 2.829e-5
-0.585, -1.232e-3, 2.846e-5
-0.586, -1.223e-3, 2.835e-5
-0.587, -1.225e-3, 2.860e-5
-0.588, -1.220e-3, 2.852e-5
-0.589, -1.224e-3, 2.869e-5
-0.590, -1.220e-3, 2.854e-5
-0.591, -1.226e-3, 2.881e-5
-0.592, -1.222e-3, 2.843e-5
-0.593, -1.226e-3, 2.878e-5
-0.594, -1.226e-3, 2.864e-5
-0.595, -1.231e-3, 2.877e-5
-0.596, -1.227e-3, 2.863e-5
-0.597, -1.231e-3, 2.880e-5
-0.598, -1.228e-3, 2.868e-5
-0.599, -1.234e-3, 2.884e-5
-0.600, -1.226e-3, 2.865e-5
-0.601, -1.230e-3, 2.879e-5
-0.602, -1.223e-3, 2.859e-5
-0.603, -1.229e-3, 2.892e-5
-0.604, -1.226e-3, 2.879e-5
-0.605, -1.231e-3, 2.899e-5
-0.606, -1.226e-3, 2.879e-5
-0.607, -1.229e-3, 2.900e-5
-0.608, -1.224e-3, 2.885e-5
-0.609, -1.228e-3, 2.896e-5
-0.610, -1.222e-3, 2.889e-5
-0.611, -1.230e-3, 2.908e-5
-0.612, -1.224e-3, 2.895e-5
-0.613, -1.232e-3, 2.925e-5
-0.614, -1.228e-3, 2.901e-5
-0.615, -1.233e-3, 2.919e-5
-0.616, -1.231e-3, 2.910e-5
-0.617, -1.237e-3, 2.920e-5
-0.618, -1.232e-3, 2.899e-5
-0.619, -1.235e-3, 2.921e-5
-0.620, -1.233e-3, 2.908e-5
-0.621, -1.239e-3, 2.928e-5
-0.622, -1.235e-3, 2.905e-5
-0.623, -1.240e-3, 2.925e-5
-0.624, -1.235e-3, 2.908e-5
-0.625, -1.237e-3, 2.915e-5
-0.626, -1.229e-3, 2.894e-5
-0.627, -1.229e-3, 2.931e-5
-0.628, -1.227e-3, 2.912e-5
-0.629, -1.229e-3, 2.944e-5
-0.630, -1.227e-3, 2.929e-5
-0.631, -1.229e-3, 2.957e-5
-0.632, -1.226e-3, 2.938e-5
-0.633, -1.229e-3, 2.963e-5
-0.634, -1.225e-3, 2.947e-5
-0.635, -1.231e-3, 2.974e-5
-0.636, -1.230e-3, 2.958e-5
-0.637, -1.231e-3, 2.971e-5
-0.638, -1.228e-3, 2.966e-5
-0.639, -1.232e-3, 2.985e-5
-0.640, -1.231e-3, 2.970e-5
-0.641, -1.232e-3, 2.983e-5
-0.642, -1.227e-3, 2.981e-5
-0.643, -1.230e-3, 2.998e-5
-0.644, -1.228e-3, 2.993e-5
-0.645, -1.230e-3, 3.006e-5
-0.646, -1.227e-3, 3.002e-5
-0.647, -1.229e-3, 3.027e-5
-0.648, -1.231e-3, 3.027e-5
-0.649, -1.235e-3, 3.038e-5
-0.650, -1.234e-3, 3.026e-5
-0.651, -1.236e-3, 3.048e-5
-0.652, -1.233e-3, 3.040e-5
-0.653, -1.234e-3, 3.054e-5
-0.654, -1.234e-3, 3.045e-5
-0.655, -1.232e-3, 3.048e-5
-0.656, -1.230e-3, 3.050e-5
-0.657, -1.229e-3, 3.054e-5
-0.658, -1.225e-3, 3.048e-5
-0.659, -1.225e-3, 3.054e-5
-0.660, -1.225e-3, 3.061e-5
-0.661, -1.226e-3, 3.082e-5
-0.662, -1.227e-3, 3.081e-5
-0.663, -1.226e-3, 3.088e-5
-0.664, -1.227e-3, 3.082e-5
-0.665, -1.225e-3, 3.098e-5
-0.666, -1.227e-3, 3.102e-5
-0.667, -1.227e-3, 3.112e-5
-0.668, -1.230e-3, 3.111e-5
-0.669, -1.230e-3, 3.131e-5
-0.670, -1.234e-3, 3.125e-5
-0.671, -1.230e-3, 3.129e-5
-0.672, -1.230e-3, 3.130e-5
-0.673, -1.228e-3, 3.151e-5
-0.674, -1.230e-3, 3.145e-5
-0.675, -1.226e-3, 3.158e-5
-0.676, -1.228e-3, 3.166e-5
-0.677, -1.226e-3, 3.168e-5
-0.678, -1.228e-3, 3.179e-5
-0.679, -1.228e-3, 3.178e-5
-0.680, -1.230e-3, 3.189e-5
-0.681, -1.230e-3, 3.200e-5
-0.682, -1.232e-3, 3.192e-5
-0.683, -1.229e-3, 3.201e-5
-0.684, -1.233e-3, 3.211e-5
-0.685, -1.235e-3, 3.205e-5
-0.686, -1.240e-3, 3.213e-5
-0.687, -1.240e-3, 3.213e-5
-0.688, -1.238e-3, 3.216e-5
-0.689, -1.228e-3, 3.212e-5
-0.690, -1.225e-3, 3.226e-5
-0.691, -1.218e-3, 3.235e-5
-0.692, -1.222e-3, 3.263e-5
-0.693, -1.220e-3, 3.263e-5
-0.694, -1.222e-3, 3.278e-5
-0.695, -1.219e-3, 3.288e-5
-0.696, -1.224e-3, 3.297e-5
-0.697, -1.220e-3, 3.294e-5
-0.698, -1.226e-3, 3.315e-5
-0.699, -1.225e-3, 3.320e-5
-0.700, -1.231e-3, 3.329e-5
-0.701, -1.226e-3, 3.334e-5
-0.702, -1.231e-3, 3.343e-5
-0.703, -1.226e-3, 3.348e-5
-0.704, -1.230e-3, 3.359e-5
-0.705, -1.222e-3, 3.342e-5
-0.706, -1.226e-3, 3.377e-5
-0.707, -1.219e-3, 3.382e-5
-0.708, -1.226e-3, 3.395e-5
-0.709, -1.221e-3, 3.402e-5
-0.710, -1.227e-3, 3.418e-5
-0.711, -1.224e-3, 3.421e-5
-0.712, -1.229e-3, 3.436e-5
-0.713, -1.221e-3, 3.424e-5
-0.714, -1.224e-3, 3.445e-5
-0.715, -1.217e-3, 3.442e-5
-0.716, -1.222e-3, 3.474e-5
-0.717, -1.218e-3, 3.465e-5
-0.718, -1.223e-3, 3.494e-5
-0.719, -1.220e-3, 3.483e-5
-0.720, -1.224e-3, 3.491e-5
-0.721, -1.221e-3, 3.503e-5
-0.722, -1.226e-3, 3.533e-5
-0.723, -1.221e-3, 3.518e-5
-0.724, -1.228e-3, 3.545e-5
-0.725, -1.225e-3, 3.536e-5
-0.726, -1.234e-3, 3.555e-5
-0.727, -1.232e-3, 3.542e-5
-0.728, -1.237e-3, 3.573e-5
-0.729, -1.232e-3, 3.558e-5
-0.730, -1.234e-3, 3.572e-5
-0.731, -1.229e-3, 3.573e-5
-0.732, -1.238e-3, 3.589e-5
-0.733, -1.232e-3, 3.583e-5
-0.734, -1.238e-3, 3.595e-5
-0.735, -1.229e-3, 3.581e-5
