Mar. 10, 2019   12:09:40
Cyclic Voltammetry
File: 
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.2
High E (V) = 0.2
Low E (V) = -0.8
Init P/N = N
Scan Rate (V/s) = 0.01
Segment = 7
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
2nd E (V) = 0.6
Sens 2 (A/V) = 1e-4
Comp R (ohm) = 20.0

Segment 1:
Ep = -0.141V
ip = -1.036e-3A
Ah = -6.457e-3C

Segment 2:

Segment 3:
Ep = -0.134V
ip = -1.014e-3A
Ah = -5.793e-3C

Segment 4:

Segment 5:
Ep = -0.145V
ip = -1.007e-3A
Ah = -6.891e-3C

Ep = -0.665V
ip = -2.306e-5A
Ah = -1.842e-5C

Segment 6:

Segment 7:
Ep = -0.140V
ip = -1.012e-3A
Ah = -6.416e-3C

Ep = -0.380V
ip = -1.708e-5A
Ah = -1.052e-5C

Current 2:

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Segment 7:

Potential/V, i1/A, i2/A
-0.242, -8.835e-4, 1.957e-5
-0.241, -8.806e-4, 1.955e-5
-0.240, -8.811e-4, 1.962e-5
-0.239, -8.802e-4, 1.959e-5
-0.238, -8.797e-4, 1.965e-5
-0.237, -8.834e-4, 1.962e-5
-0.236, -8.830e-4, 1.967e-5
-0.235, -8.851e-4, 1.964e-5
-0.234, -8.814e-4, 1.967e-5
-0.233, -8.840e-4, 1.966e-5
-0.232, -8.826e-4, 1.969e-5
-0.231, -8.855e-4, 1.969e-5
-0.230, -8.829e-4, 1.968e-5
-0.229, -8.822e-4, 1.967e-5
-0.228, -8.787e-4, 1.966e-5
-0.227, -8.812e-4, 1.966e-5
-0.226, -8.804e-4, 1.967e-5
-0.225, -8.830e-4, 1.967e-5
-0.224, -8.815e-4, 1.966e-5
-0.223, -8.824e-4, 1.967e-5
-0.222, -8.795e-4, 1.964e-5
-0.221, -8.814e-4, 1.965e-5
-0.220, -8.789e-4, 1.964e-5
-0.219, -8.812e-4, 1.966e-5
-0.218, -8.775e-4, 1.964e-5
-0.217, -8.808e-4, 1.968e-5
-0.216, -8.781e-4, 1.965e-5
-0.215, -8.805e-4, 1.970e-5
-0.214, -8.782e-4, 1.968e-5
-0.213, -8.826e-4, 1.972e-5
-0.212, -8.762e-4, 1.967e-5
-0.211, -8.796e-4, 1.972e-5
-0.210, -8.735e-4, 1.966e-5
-0.209, -8.782e-4, 1.973e-5
-0.208, -8.738e-4, 1.966e-5
-0.207, -8.783e-4, 1.973e-5
-0.206, -8.725e-4, 1.963e-5
-0.205, -8.770e-4, 1.969e-5
-0.204, -8.720e-4, 1.960e-5
-0.203, -8.762e-4, 1.967e-5
-0.202, -8.696e-4, 1.960e-5
-0.201, -8.749e-4, 1.969e-5
-0.200, -8.681e-4, 1.961e-5
-0.199, -8.716e-4, 1.969e-5
-0.198, -8.654e-4, 1.960e-5
-0.197, -8.703e-4, 1.968e-5
-0.196, -8.649e-4, 1.960e-5
-0.195, -8.721e-4, 1.969e-5
-0.194, -8.649e-4, 1.960e-5
-0.193, -8.676e-4, 1.968e-5
-0.192, -8.625e-4, 1.960e-5
-0.191, -8.699e-4, 1.970e-5
-0.190, -8.658e-4, 1.960e-5
-0.189, -8.711e-4, 1.968e-5
-0.188, -8.660e-4, 1.957e-5
-0.187, -8.724e-4, 1.967e-5
-0.186, -8.661e-4, 1.957e-5
-0.185, -8.701e-4, 1.968e-5
-0.184, -8.623e-4, 1.956e-5
-0.183, -8.648e-4, 1.968e-5
-0.182, -8.586e-4, 1.955e-5
-0.181, -8.617e-4, 1.965e-5
-0.180, -8.554e-4, 1.952e-5
-0.179, -8.595e-4, 1.963e-5
-0.178, -8.533e-4, 1.951e-5
-0.177, -8.581e-4, 1.962e-5
-0.176, -8.512e-4, 1.948e-5
-0.175, -8.557e-4, 1.959e-5
-0.174, -8.499e-4, 1.947e-5
-0.173, -8.552e-4, 1.958e-5
-0.172, -8.491e-4, 1.945e-5
-0.171, -8.529e-4, 1.958e-5
-0.170, -8.453e-4, 1.945e-5
-0.169, -8.496e-4, 1.956e-5
-0.168, -8.434e-4, 1.944e-5
-0.167, -8.493e-4, 1.956e-5
-0.166, -8.429e-4, 1.946e-5
-0.165, -8.476e-4, 1.959e-5
-0.164, -8.382e-4, 1.945e-5
-0.163, -8.404e-4, 1.958e-5
-0.162, -8.328e-4, 1.945e-5
-0.161, -8.376e-4, 1.956e-5
-0.160, -8.293e-4, 1.945e-5
-0.159, -8.346e-4, 1.955e-5
-0.158, -8.271e-4, 1.941e-5
-0.157, -8.294e-4, 1.951e-5
-0.156, -8.226e-4, 1.936e-5
-0.155, -8.258e-4, 1.945e-5
-0.154, -8.194e-4, 1.932e-5
-0.153, -8.229e-4, 1.942e-5
-0.152, -8.158e-4, 1.929e-5
-0.151, -8.156e-4, 1.938e-5
-0.150, -8.076e-4, 1.927e-5
-0.149, -8.099e-4, 1.938e-5
-0.148, -8.027e-4, 1.926e-5
-0.147, -8.041e-4, 1.936e-5
-0.146, -7.977e-4, 1.924e-5
-0.145, -7.976e-4, 1.935e-5
-0.144, -7.909e-4, 1.923e-5
-0.143, -7.903e-4, 1.931e-5
-0.142, -7.826e-4, 1.920e-5
-0.141, -7.831e-4, 1.930e-5
-0.140, -7.758e-4, 1.918e-5
-0.139, -7.770e-4, 1.927e-5
-0.138, -7.713e-4, 1.917e-5
-0.137, -7.709e-4, 1.924e-5
-0.136, -7.624e-4, 1.914e-5
-0.135, -7.603e-4, 1.920e-5
-0.134, -7.525e-4, 1.910e-5
-0.133, -7.521e-4, 1.915e-5
-0.132, -7.433e-4, 1.905e-5
-0.131, -7.423e-4, 1.911e-5
-0.130, -7.339e-4, 1.901e-5
-0.129, -7.325e-4, 1.907e-5
-0.128, -7.259e-4, 1.898e-5
-0.127, -7.227e-4, 1.903e-5
-0.126, -7.136e-4, 1.893e-5
-0.125, -7.103e-4, 1.898e-5
-0.124, -7.015e-4, 1.888e-5
-0.123, -6.980e-4, 1.892e-5
-0.122, -6.887e-4, 1.882e-5
-0.121, -6.847e-4, 1.885e-5
-0.120, -6.759e-4, 1.875e-5
-0.119, -6.716e-4, 1.879e-5
-0.118, -6.636e-4, 1.870e-5
-0.117, -6.591e-4, 1.874e-5
-0.116, -6.511e-4, 1.865e-5
-0.115, -6.458e-4, 1.868e-5
-0.114, -6.375e-4, 1.859e-5
-0.113, -6.315e-4, 1.860e-5
-0.112, -6.226e-4, 1.851e-5
-0.111, -6.164e-4, 1.851e-5
-0.110, -6.081e-4, 1.843e-5
-0.109, -6.016e-4, 1.840e-5
-0.108, -5.928e-4, 1.833e-5
-0.107, -5.859e-4, 1.832e-5
-0.106, -5.774e-4, 1.825e-5
-0.105, -5.699e-4, 1.823e-5
-0.104, -5.610e-4, 1.817e-5
-0.103, -5.533e-4, 1.814e-5
-0.102, -5.435e-4, 1.808e-5
-0.101, -5.363e-4, 1.805e-5
-0.100, -5.260e-4, 1.800e-5
-0.099, -5.183e-4, 1.798e-5
-0.098, -5.080e-4, 1.794e-5
-0.097, -4.996e-4, 1.790e-5
-0.096, -4.901e-4, 1.788e-5
-0.095, -4.822e-4, 1.785e-5
-0.094, -4.722e-4, 1.781e-5
-0.093, -4.643e-4, 1.778e-5
-0.092, -4.538e-4, 1.774e-5
-0.091, -4.467e-4, 1.769e-5
-0.090, -4.361e-4, 1.765e-5
-0.089, -4.281e-4, 1.760e-5
-0.088, -4.181e-4, 1.755e-5
-0.087, -4.094e-4, 1.751e-5
-0.086, -3.994e-4, 1.747e-5
-0.085, -3.912e-4, 1.741e-5
-0.084, -3.810e-4, 1.737e-5
-0.083, -3.724e-4, 1.732e-5
-0.082, -3.621e-4, 1.728e-5
-0.081, -3.529e-4, 1.723e-5
-0.080, -3.430e-4, 1.719e-5
-0.079, -3.340e-4, 1.713e-5
-0.078, -3.237e-4, 1.710e-5
-0.077, -3.148e-4, 1.706e-5
-0.076, -3.046e-4, 1.703e-5
-0.075, -2.956e-4, 1.698e-5
-0.074, -2.860e-4, 1.696e-5
-0.073, -2.764e-4, 1.691e-5
-0.072, -2.677e-4, 1.687e-5
-0.071, -2.584e-4, 1.683e-5
-0.070, -2.491e-4, 1.679e-5
-0.069, -2.404e-4, 1.675e-5
-0.068, -2.312e-4, 1.671e-5
-0.067, -2.226e-4, 1.666e-5
-0.066, -2.137e-4, 1.662e-5
-0.065, -2.046e-4, 1.657e-5
-0.064, -1.965e-4, 1.654e-5
-0.063, -1.870e-4, 1.650e-5
-0.062, -1.789e-4, 1.646e-5
-0.061, -1.701e-4, 1.642e-5
-0.060, -1.621e-4, 1.640e-5
-0.059, -1.535e-4, 1.635e-5
-0.058, -1.459e-4, 1.632e-5
-0.057, -1.370e-4, 1.627e-5
-0.056, -1.303e-4, 1.624e-5
-0.055, -1.211e-4, 1.622e-5
-0.054, -1.142e-4, 1.618e-5
-0.053, -1.052e-4, 1.615e-5
-0.052, -9.893e-5, 1.612e-5
-0.051, -8.987e-5, 1.610e-5
-0.050, -8.469e-5, 1.607e-5
-0.049, -7.562e-5, 1.605e-5
-0.048, -7.155e-5, 1.601e-5
-0.047, -6.258e-5, 1.598e-5
-0.046, -5.891e-5, 1.595e-5
-0.045, -4.952e-5, 1.591e-5
-0.044, -4.564e-5, 1.588e-5
-0.043, -3.641e-5, 1.585e-5
-0.042, -3.327e-5, 1.583e-5
-0.041, -2.360e-5, 1.580e-5
-0.040, -2.164e-5, 1.578e-5
-0.039, -1.210e-5, 1.576e-5
-0.038, -1.021e-5, 1.574e-5
-0.037, -9.148e-7, 1.572e-5
-0.036, 5.429e-7, 1.568e-5
-0.035, 9.764e-6, 1.567e-5
-0.034, 1.048e-5, 1.564e-5
-0.033, 1.987e-5, 1.562e-5
-0.032, 2.008e-5, 1.560e-5
-0.031, 2.956e-5, 1.558e-5
-0.030, 2.926e-5, 1.556e-5
-0.029, 3.843e-5, 1.553e-5
-0.028, 3.794e-5, 1.551e-5
-0.027, 4.694e-5, 1.550e-5
-0.026, 4.598e-5, 1.549e-5
-0.025, 5.546e-5, 1.547e-5
-0.024, 5.397e-5, 1.545e-5
-0.023, 6.389e-5, 1.543e-5
-0.022, 6.234e-5, 1.542e-5
-0.021, 7.134e-5, 1.541e-5
-0.020, 6.954e-5, 1.540e-5
-0.019, 7.845e-5, 1.539e-5
-0.018, 7.582e-5, 1.536e-5
-0.017, 8.498e-5, 1.535e-5
-0.016, 8.189e-5, 1.533e-5
-0.015, 9.094e-5, 1.532e-5
-0.014, 8.771e-5, 1.530e-5
-0.013, 9.629e-5, 1.529e-5
-0.012, 9.329e-5, 1.528e-5
-0.011, 1.018e-4, 1.525e-5
-0.010, 9.860e-5, 1.525e-5
-0.009, 1.069e-4, 1.523e-5
-0.008, 1.034e-4, 1.523e-5
-0.007, 1.120e-4, 1.520e-5
-0.006, 1.088e-4, 1.521e-5
-0.005, 1.168e-4, 1.519e-5
-0.004, 1.136e-4, 1.519e-5
-0.003, 1.213e-4, 1.518e-5
-0.002, 1.177e-4, 1.519e-5
-0.001, 1.254e-4, 1.517e-5
-0.000, 1.238e-4, 1.517e-5
0.001, 1.299e-4, 1.516e-5
0.002, 1.259e-4, 1.518e-5
0.003, 1.323e-4, 1.515e-5
0.004, 1.289e-4, 1.516e-5
0.005, 1.351e-4, 1.513e-5
0.006, 1.318e-4, 1.514e-5
0.007, 1.387e-4, 1.511e-5
0.008, 1.349e-4, 1.513e-5
0.009, 1.415e-4, 1.509e-5
0.010, 1.382e-4, 1.512e-5
0.011, 1.441e-4, 1.509e-5
0.012, 1.411e-4, 1.512e-5
0.013, 1.463e-4, 1.508e-5
0.014, 1.433e-4, 1.510e-5
0.015, 1.489e-4, 1.506e-5
0.016, 1.456e-4, 1.509e-5
0.017, 1.512e-4, 1.505e-5
0.018, 1.486e-4, 1.507e-5
0.019, 1.538e-4, 1.504e-5
0.020, 1.515e-4, 1.508e-5
0.021, 1.558e-4, 1.504e-5
0.022, 1.534e-4, 1.507e-5
0.023, 1.581e-4, 1.503e-5
0.024, 1.555e-4, 1.506e-5
0.025, 1.598e-4, 1.502e-5
0.026, 1.577e-4, 1.506e-5
0.027, 1.616e-4, 1.502e-5
0.028, 1.600e-4, 1.505e-5
0.029, 1.634e-4, 1.501e-5
0.030, 1.616e-4, 1.504e-5
0.031, 1.652e-4, 1.499e-5
0.032, 1.634e-4, 1.503e-5
0.033, 1.668e-4, 1.499e-5
0.034, 1.657e-4, 1.503e-5
0.035, 1.684e-4, 1.498e-5
0.036, 1.675e-4, 1.502e-5
0.037, 1.699e-4, 1.498e-5
0.038, 1.692e-4, 1.502e-5
0.039, 1.719e-4, 1.497e-5
0.040, 1.709e-4, 1.501e-5
0.041, 1.734e-4, 1.496e-5
0.042, 1.730e-4, 1.501e-5
0.043, 1.750e-4, 1.496e-5
0.044, 1.750e-4, 1.500e-5
0.045, 1.764e-4, 1.496e-5
0.046, 1.764e-4, 1.499e-5
0.047, 1.779e-4, 1.494e-5
0.048, 1.776e-4, 1.499e-5
0.049, 1.790e-4, 1.494e-5
0.050, 1.794e-4, 1.497e-5
0.051, 1.803e-4, 1.493e-5
0.052, 1.811e-4, 1.496e-5
0.053, 1.817e-4, 1.492e-5
0.054, 1.828e-4, 1.496e-5
0.055, 1.832e-4, 1.491e-5
0.056, 1.843e-4, 1.495e-5
0.057, 1.845e-4, 1.490e-5
0.058, 1.861e-4, 1.494e-5
0.059, 1.856e-4, 1.490e-5
0.060, 1.877e-4, 1.494e-5
0.061, 1.870e-4, 1.489e-5
0.062, 1.890e-4, 1.493e-5
0.063, 1.880e-4, 1.488e-5
0.064, 1.903e-4, 1.492e-5
0.065, 1.890e-4, 1.488e-5
0.066, 1.923e-4, 1.491e-5
0.067, 1.902e-4, 1.487e-5
0.068, 1.938e-4, 1.491e-5
0.069, 1.912e-4, 1.487e-5
0.070, 1.950e-4, 1.490e-5
0.071, 1.928e-4, 1.487e-5
0.072, 1.963e-4, 1.490e-5
0.073, 1.937e-4, 1.486e-5
0.074, 1.980e-4, 1.490e-5
0.075, 1.948e-4, 1.486e-5
0.076, 1.995e-4, 1.489e-5
0.077, 1.958e-4, 1.486e-5
0.078, 2.005e-4, 1.489e-5
0.079, 1.972e-4, 1.485e-5
0.080, 2.017e-4, 1.487e-5
0.081, 1.981e-4, 1.485e-5
0.082, 2.031e-4, 1.487e-5
0.083, 1.992e-4, 1.485e-5
0.084, 2.048e-4, 1.488e-5
0.085, 2.003e-4, 1.484e-5
0.086, 2.060e-4, 1.487e-5
0.087, 2.016e-4, 1.484e-5
0.088, 2.073e-4, 1.486e-5
0.089, 2.025e-4, 1.484e-5
0.090, 2.086e-4, 1.486e-5
0.091, 2.036e-4, 1.485e-5
0.092, 2.102e-4, 1.485e-5
0.093, 2.051e-4, 1.484e-5
0.094, 2.115e-4, 1.486e-5
0.095, 2.063e-4, 1.485e-5
0.096, 2.128e-4, 1.485e-5
0.097, 2.074e-4, 1.484e-5
0.098, 2.144e-4, 1.485e-5
0.099, 2.086e-4, 1.484e-5
0.100, 2.157e-4, 1.485e-5
0.101, 2.098e-4, 1.484e-5
0.102, 2.172e-4, 1.484e-5
0.103, 2.118e-4, 1.483e-5
0.104, 2.183e-4, 1.483e-5
0.105, 2.127e-4, 1.483e-5
0.106, 2.197e-4, 1.482e-5
0.107, 2.138e-4, 1.482e-5
0.108, 2.213e-4, 1.481e-5
0.109, 2.153e-4, 1.481e-5
0.110, 2.225e-4, 1.481e-5
0.111, 2.170e-4, 1.481e-5
0.112, 2.237e-4, 1.481e-5
0.113, 2.187e-4, 1.481e-5
0.114, 2.255e-4, 1.480e-5
0.115, 2.197e-4, 1.481e-5
0.116, 2.268e-4, 1.479e-5
0.117, 2.212e-4, 1.481e-5
0.118, 2.282e-4, 1.479e-5
0.119, 2.230e-4, 1.480e-5
0.120, 2.292e-4, 1.478e-5
0.121, 2.240e-4, 1.480e-5
0.122, 2.306e-4, 1.477e-5
0.123, 2.254e-4, 1.479e-5
0.124, 2.317e-4, 1.476e-5
0.125, 2.267e-4, 1.477e-5
0.126, 2.328e-4, 1.475e-5
0.127, 2.281e-4, 1.477e-5
0.128, 2.341e-4, 1.474e-5
0.129, 2.298e-4, 1.475e-5
0.130, 2.360e-4, 1.472e-5
0.131, 2.314e-4, 1.475e-5
0.132, 2.373e-4, 1.471e-5
0.133, 2.329e-4, 1.474e-5
0.134, 2.386e-4, 1.470e-5
0.135, 2.347e-4, 1.473e-5
0.136, 2.401e-4, 1.469e-5
0.137, 2.362e-4, 1.473e-5
0.138, 2.418e-4, 1.468e-5
0.139, 2.377e-4, 1.472e-5
0.140, 2.433e-4, 1.468e-5
0.141, 2.394e-4, 1.472e-5
0.142, 2.444e-4, 1.467e-5
0.143, 2.414e-4, 1.471e-5
0.144, 2.460e-4, 1.466e-5
0.145, 2.432e-4, 1.471e-5
0.146, 2.480e-4, 1.466e-5
0.147, 2.450e-4, 1.471e-5
0.148, 2.498e-4, 1.465e-5
0.149, 2.470e-4, 1.471e-5
0.150, 2.511e-4, 1.466e-5
0.151, 2.485e-4, 1.472e-5
0.152, 2.517e-4, 1.465e-5
0.153, 2.493e-4, 1.470e-5
0.154, 2.530e-4, 1.464e-5
0.155, 2.509e-4, 1.469e-5
0.156, 2.548e-4, 1.461e-5
0.157, 2.529e-4, 1.468e-5
0.158, 2.565e-4, 1.461e-5
0.159, 2.551e-4, 1.466e-5
0.160, 2.585e-4, 1.460e-5
0.161, 2.578e-4, 1.465e-5
0.162, 2.606e-4, 1.460e-5
0.163, 2.598e-4, 1.466e-5
0.164, 2.626e-4, 1.459e-5
0.165, 2.615e-4, 1.465e-5
0.166, 2.639e-4, 1.459e-5
0.167, 2.633e-4, 1.463e-5
0.168, 2.656e-4, 1.457e-5
0.169, 2.656e-4, 1.461e-5
0.170, 2.678e-4, 1.454e-5
0.171, 2.676e-4, 1.460e-5
0.172, 2.696e-4, 1.454e-5
0.173, 2.703e-4, 1.458e-5
0.174, 2.717e-4, 1.452e-5
0.175, 2.725e-4, 1.457e-5
0.176, 2.738e-4, 1.451e-5
0.177, 2.748e-4, 1.456e-5
0.178, 2.760e-4, 1.450e-5
0.179, 2.769e-4, 1.455e-5
0.180, 2.782e-4, 1.449e-5
0.181, 2.795e-4, 1.454e-5
0.182, 2.797e-4, 1.447e-5
0.183, 2.819e-4, 1.452e-5
0.184, 2.817e-4, 1.447e-5
0.185, 2.841e-4, 1.450e-5
0.186, 2.840e-4, 1.444e-5
0.187, 2.865e-4, 1.449e-5
0.188, 2.863e-4, 1.442e-5
0.189, 2.895e-4, 1.447e-5
0.190, 2.886e-4, 1.442e-5
0.191, 2.926e-4, 1.446e-5
0.192, 2.909e-4, 1.440e-5
0.193, 2.951e-4, 1.446e-5
0.194, 2.932e-4, 1.440e-5
0.195, 2.974e-4, 1.445e-5
0.196, 2.958e-4, 1.439e-5
0.197, 2.998e-4, 1.444e-5
0.198, 2.981e-4, 1.439e-5
0.199, 3.032e-4, 1.443e-5
0.200, 2.611e-4, 1.460e-5
0.199, 1.942e-4, 1.492e-5
0.198, 1.545e-4, 1.500e-5
0.197, 1.372e-4, 1.510e-5
0.196, 1.177e-4, 1.514e-5
0.195, 1.107e-4, 1.519e-5
0.194, 9.668e-5, 1.521e-5
0.193, 9.286e-5, 1.527e-5
0.192, 8.086e-5, 1.529e-5
0.191, 7.831e-5, 1.533e-5
0.190, 6.731e-5, 1.536e-5
0.189, 6.610e-5, 1.540e-5
0.188, 5.539e-5, 1.541e-5
0.187, 5.536e-5, 1.545e-5
0.186, 4.481e-5, 1.547e-5
0.185, 4.501e-5, 1.549e-5
0.184, 3.536e-5, 1.552e-5
0.183, 3.589e-5, 1.553e-5
0.182, 2.648e-5, 1.556e-5
0.181, 2.797e-5, 1.557e-5
0.180, 1.861e-5, 1.561e-5
0.179, 2.109e-5, 1.562e-5
0.178, 1.180e-5, 1.566e-5
0.177, 1.354e-5, 1.567e-5
0.176, 4.178e-6, 1.570e-5
0.175, 6.416e-6, 1.570e-5
0.174, -2.556e-6, 1.573e-5
0.173, -5.256e-8, 1.573e-5
0.172, -9.167e-6, 1.576e-5
0.171, -5.608e-6, 1.576e-5
0.170, -1.429e-5, 1.578e-5
0.169, -1.127e-5, 1.579e-5
0.168, -1.950e-5, 1.582e-5
0.167, -1.619e-5, 1.581e-5
0.166, -2.424e-5, 1.584e-5
0.165, -2.076e-5, 1.583e-5
0.164, -2.916e-5, 1.587e-5
0.163, -2.528e-5, 1.585e-5
0.162, -3.336e-5, 1.589e-5
0.161, -2.988e-5, 1.586e-5
0.160, -3.750e-5, 1.591e-5
0.159, -3.405e-5, 1.590e-5
0.158, -4.134e-5, 1.592e-5
0.157, -3.759e-5, 1.590e-5
0.156, -4.502e-5, 1.595e-5
0.155, -4.114e-5, 1.592e-5
0.154, -4.839e-5, 1.597e-5
0.153, -4.492e-5, 1.594e-5
0.152, -5.163e-5, 1.598e-5
0.151, -4.832e-5, 1.596e-5
0.150, -5.498e-5, 1.600e-5
0.149, -5.150e-5, 1.598e-5
0.148, -5.813e-5, 1.603e-5
0.147, -5.464e-5, 1.600e-5
0.146, -6.106e-5, 1.604e-5
0.145, -5.785e-5, 1.601e-5
0.144, -6.365e-5, 1.606e-5
0.143, -6.062e-5, 1.602e-5
0.142, -6.633e-5, 1.607e-5
0.141, -6.315e-5, 1.603e-5
0.140, -6.874e-5, 1.608e-5
0.139, -6.539e-5, 1.604e-5
0.138, -7.089e-5, 1.608e-5
0.137, -6.807e-5, 1.605e-5
0.136, -7.310e-5, 1.611e-5
0.135, -7.047e-5, 1.607e-5
0.134, -7.529e-5, 1.611e-5
0.133, -7.249e-5, 1.608e-5
0.132, -7.759e-5, 1.612e-5
0.131, -7.481e-5, 1.609e-5
0.130, -7.925e-5, 1.613e-5
0.129, -7.712e-5, 1.610e-5
0.128, -8.119e-5, 1.614e-5
0.127, -7.902e-5, 1.612e-5
0.126, -8.287e-5, 1.615e-5
0.125, -8.084e-5, 1.612e-5
0.124, -8.488e-5, 1.616e-5
0.123, -8.262e-5, 1.614e-5
0.122, -8.654e-5, 1.618e-5
0.121, -8.470e-5, 1.615e-5
0.120, -8.805e-5, 1.618e-5
0.119, -8.649e-5, 1.616e-5
0.118, -8.952e-5, 1.619e-5
0.117, -8.806e-5, 1.617e-5
0.116, -9.109e-5, 1.620e-5
0.115, -8.951e-5, 1.617e-5
0.114, -9.222e-5, 1.620e-5
0.113, -9.128e-5, 1.618e-5
0.112, -9.362e-5, 1.621e-5
0.111, -9.276e-5, 1.619e-5
0.110, -9.473e-5, 1.621e-5
0.109, -9.411e-5, 1.620e-5
0.108, -9.612e-5, 1.622e-5
0.107, -9.538e-5, 1.621e-5
0.106, -9.717e-5, 1.622e-5
0.105, -9.701e-5, 1.622e-5
0.104, -9.817e-5, 1.623e-5
0.103, -9.838e-5, 1.622e-5
0.102, -9.960e-5, 1.622e-5
0.101, -9.937e-5, 1.622e-5
0.100, -1.003e-4, 1.622e-5
0.099, -1.005e-4, 1.623e-5
0.098, -1.012e-4, 1.623e-5
0.097, -1.020e-4, 1.623e-5
0.096, -1.023e-4, 1.623e-5
0.095, -1.032e-4, 1.624e-5
0.094, -1.031e-4, 1.623e-5
0.093, -1.043e-4, 1.623e-5
0.092, -1.042e-4, 1.622e-5
0.091, -1.051e-4, 1.623e-5
0.090, -1.046e-4, 1.623e-5
0.089, -1.065e-4, 1.625e-5
0.088, -1.056e-4, 1.623e-5
0.087, -1.074e-4, 1.625e-5
0.086, -1.065e-4, 1.624e-5
0.085, -1.084e-4, 1.625e-5
0.084, -1.077e-4, 1.624e-5
0.083, -1.095e-4, 1.625e-5
0.082, -1.081e-4, 1.623e-5
0.081, -1.106e-4, 1.625e-5
0.080, -1.088e-4, 1.624e-5
0.079, -1.117e-4, 1.625e-5
0.078, -1.097e-4, 1.626e-5
0.077, -1.125e-4, 1.626e-5
0.076, -1.104e-4, 1.625e-5
0.075, -1.134e-4, 1.626e-5
0.074, -1.109e-4, 1.625e-5
0.073, -1.147e-4, 1.627e-5
0.072, -1.117e-4, 1.626e-5
0.071, -1.159e-4, 1.627e-5
0.070, -1.129e-4, 1.626e-5
0.069, -1.167e-4, 1.628e-5
0.068, -1.135e-4, 1.627e-5
0.067, -1.176e-4, 1.627e-5
0.066, -1.139e-4, 1.627e-5
0.065, -1.187e-4, 1.628e-5
0.064, -1.148e-4, 1.626e-5
0.063, -1.196e-4, 1.629e-5
0.062, -1.156e-4, 1.627e-5
0.061, -1.206e-4, 1.629e-5
0.060, -1.166e-4, 1.628e-5
0.059, -1.213e-4, 1.629e-5
0.058, -1.173e-4, 1.627e-5
0.057, -1.224e-4, 1.630e-5
0.056, -1.179e-4, 1.628e-5
0.055, -1.233e-4, 1.631e-5
0.054, -1.187e-4, 1.629e-5
0.053, -1.238e-4, 1.631e-5
0.052, -1.194e-4, 1.630e-5
0.051, -1.245e-4, 1.632e-5
0.050, -1.200e-4, 1.629e-5
0.049, -1.256e-4, 1.632e-5
0.048, -1.207e-4, 1.630e-5
0.047, -1.266e-4, 1.633e-5
0.046, -1.215e-4, 1.630e-5
0.045, -1.275e-4, 1.633e-5
0.044, -1.225e-4, 1.631e-5
0.043, -1.280e-4, 1.634e-5
0.042, -1.229e-4, 1.631e-5
0.041, -1.286e-4, 1.634e-5
0.040, -1.232e-4, 1.632e-5
0.039, -1.292e-4, 1.635e-5
0.038, -1.238e-4, 1.634e-5
0.037, -1.297e-4, 1.637e-5
0.036, -1.247e-4, 1.634e-5
0.035, -1.306e-4, 1.637e-5
0.034, -1.257e-4, 1.636e-5
0.033, -1.316e-4, 1.638e-5
0.032, -1.264e-4, 1.637e-5
0.031, -1.326e-4, 1.641e-5
0.030, -1.276e-4, 1.640e-5
0.029, -1.338e-4, 1.644e-5
0.028, -1.292e-4, 1.642e-5
0.027, -1.348e-4, 1.644e-5
0.026, -1.301e-4, 1.642e-5
0.025, -1.360e-4, 1.644e-5
0.024, -1.312e-4, 1.642e-5
0.023, -1.371e-4, 1.646e-5
0.022, -1.323e-4, 1.643e-5
0.021, -1.379e-4, 1.645e-5
0.020, -1.339e-4, 1.643e-5
0.019, -1.391e-4, 1.646e-5
0.018, -1.348e-4, 1.642e-5
0.017, -1.403e-4, 1.644e-5
0.016, -1.363e-4, 1.643e-5
0.015, -1.419e-4, 1.646e-5
0.014, -1.379e-4, 1.642e-5
0.013, -1.432e-4, 1.645e-5
0.012, -1.396e-4, 1.642e-5
0.011, -1.441e-4, 1.644e-5
0.010, -1.407e-4, 1.643e-5
0.009, -1.457e-4, 1.646e-5
0.008, -1.422e-4, 1.643e-5
0.007, -1.471e-4, 1.646e-5
0.006, -1.435e-4, 1.645e-5
0.005, -1.480e-4, 1.648e-5
0.004, -1.447e-4, 1.647e-5
0.003, -1.492e-4, 1.650e-5
0.002, -1.467e-4, 1.650e-5
0.001, -1.519e-4, 1.653e-5
0.000, -1.514e-4, 1.651e-5
-0.001, -1.559e-4, 1.653e-5
-0.002, -1.528e-4, 1.651e-5
-0.003, -1.574e-4, 1.654e-5
-0.004, -1.554e-4, 1.653e-5
-0.005, -1.597e-4, 1.655e-5
-0.006, -1.579e-4, 1.654e-5
-0.007, -1.625e-4, 1.656e-5
-0.008, -1.606e-4, 1.656e-5
-0.009, -1.652e-4, 1.658e-5
-0.010, -1.637e-4, 1.658e-5
-0.011, -1.681e-4, 1.661e-5
-0.012, -1.672e-4, 1.660e-5
-0.013, -1.714e-4, 1.663e-5
-0.014, -1.712e-4, 1.662e-5
-0.015, -1.759e-4, 1.665e-5
-0.016, -1.757e-4, 1.664e-5
